Órgão,Unidade Gestora,Número Contrato,Fornecedor,Vig. Início,Vig. Fim,Valor Global,Núm. Parcelas,Valor Parcela,ministerio
"24000 - MINISTERIO DA CIENCIA, TECNOLOGIA E INOVAC",240106 - INPE/S.J.CAMP/MCTI,00700/2024,03.619.767/0005-15 - TORINO INFORMATICA LTDA..,23/12/2024,23/12/2025,"R$ 26.320,00",1,"R$ 26.320,00",Consulta Contratos Contratos.gov.br Min Ciencia 24000
"24000 - MINISTERIO DA CIENCIA, TECNOLOGIA E INOVAC",240106 - INPE/S.J.CAMP/MCTI,00080/2023,05.085.461/0001-28 - DATAINFO SOLUCOES EM TECNOLOGIA DA INFORMACAO LTDA,03/03/2023,30/08/2023,"R$ 1.792.396,80",1,"R$ 1.792.396,80",Consulta Contratos Contratos.gov.br Min Ciencia 24000
"24000 - MINISTERIO DA CIENCIA, TECNOLOGIA E INOVAC",240106 - INPE/S.J.CAMP/MCTI,00370/2022,05.795.607/0001-29 - WISEIT - SISTEMAS E INFORMATICA LTDA,05/12/2022,09/04/2023,"R$ 505.000,00",1,"R$ 505.000,00",Consulta Contratos Contratos.gov.br Min Ciencia 24000
"24000 - MINISTERIO DA CIENCIA, TECNOLOGIA E INOVAC",240106 - INPE/S.J.CAMP/MCTI,00490/2024,10.918.347/0002-52 - DIAGRAMA TECNOLOGIA LIMITADA,13/12/2024,13/12/2025,"R$ 46.376,00",1,"R$ 46.376,00",Consulta Contratos Contratos.gov.br Min Ciencia 24000
"24000 - MINISTERIO DA CIENCIA, TECNOLOGIA E INOVAC",240106 - INPE/S.J.CAMP/MCTI,00170/2024,05.795.607/0002-00 - WISEIT - SISTEMAS E INFORMATICA LTDA,07/08/2024,07/08/2025,"R$ 295.040,79",1,"R$ 295.040,79",Consulta Contratos Contratos.gov.br Min Ciencia 24000
"24000 - MINISTERIO DA CIENCIA, TECNOLOGIA E INOVAC",240106 - INPE/S.J.CAMP/MCTI,00630/2019,03.263.975/0001-09 - SYSTECH SISTEMAS E TECNOLOGIA EM INFORMATICA LTDA,19/12/2019,19/12/2020,"R$ 947.100,00",1,"R$ 947.100,00",Consulta Contratos Contratos.gov.br Min Ciencia 24000
"24000 - MINISTERIO DA CIENCIA, TECNOLOGIA E INOVAC",240106 - INPE/S.J.CAMP/MCTI,00220/2020,02.543.216/0001-29 - PERFIL COMPUTACIONAL LTDA,14/08/2020,14/08/2021,"R$ 485.999,91",1,"R$ 485.999,91",Consulta Contratos Contratos.gov.br Min Ciencia 24000
"24000 - MINISTERIO DA CIENCIA, TECNOLOGIA E INOVAC",240106 - INPE/S.J.CAMP/MCTI,00540/2022,05.795.607/0001-29 - WISEIT - SISTEMAS E INFORMATICA LTDA,29/12/2022,03/05/2023,"R$ 153.070,00",1,"R$ 153.070,00",Consulta Contratos Contratos.gov.br Min Ciencia 24000
"24000 - MINISTERIO DA CIENCIA, TECNOLOGIA E INOVAC",240106 - INPE/S.J.CAMP/MCTI,00380/2022,02.543.216/0011-09 - PERFIL COMPUTACIONAL LTDA,13/12/2022,13/12/2023,"R$ 198.400,00",1,"R$ 198.400,00",Consulta Contratos Contratos.gov.br Min Ciencia 24000
"24000 - MINISTERIO DA CIENCIA, TECNOLOGIA E INOVAC",240106 - INPE/S.J.CAMP/MCTI,00550/2023,89.237.911/0289-08 - GLOBAL DISTRIBUICAO DE BENS DE CONSUMO LTDA.,13/12/2023,13/12/2024,"R$ 247.500,00",1,"R$ 247.500,00",Consulta Contratos Contratos.gov.br Min Ciencia 24000
"24000 - MINISTERIO DA CIENCIA, TECNOLOGIA E INOVAC",240106 - INPE/S.J.CAMP/MCTI,00410/2022,05.795.607/0001-29 - WISEIT - SISTEMAS E INFORMATICA LTDA,19/12/2022,23/04/2023,"R$ 475.390,00",1,"R$ 475.390,00",Consulta Contratos Contratos.gov.br Min Ciencia 24000
"24000 - MINISTERIO DA CIENCIA, TECNOLOGIA E INOVAC",240106 - INPE/S.J.CAMP/MCTI,00500/2020,05.795.607/0001-29 - WISEIT - SISTEMAS E INFORMATICA LTDA,04/12/2020,07/02/2021,"R$ 3.459.480,00",1,"R$ 3.459.480,00",Consulta Contratos Contratos.gov.br Min Ciencia 24000
"24000 - MINISTERIO DA CIENCIA, TECNOLOGIA E INOVAC",240104 - INT/MCTI,01800/2024,19.885.972/0001-39 - DUOWARE SOFTWARES LTDA,22/01/2025,22/01/2028,"R$ 137.974,56",1,"R$ 137.974,56",Consulta Contratos Contratos.gov.br Min Ciencia 24000
"24000 - MINISTERIO DA CIENCIA, TECNOLOGIA E INOVAC",240104 - INT/MCTI,02100/2024,56.187.319/0001-22 - 56.187.319 FERNANDA DUTRA DE ALMEIDA SOUSA,10/01/2025,10/01/2026,"R$ 7.200,00",1,"R$ 7.200,00",Consulta Contratos Contratos.gov.br Min Ciencia 24000
"24000 - MINISTERIO DA CIENCIA, TECNOLOGIA E INOVAC",240104 - INT/MCTI,01400/2024,53.458.705/0001-13 - RD2 SOLUCOES TECNOLOGICAS LTDA,22/01/2025,22/01/2026,"R$ 326.500,00",1,"R$ 326.500,00",Consulta Contratos Contratos.gov.br Min Ciencia 24000
"24000 - MINISTERIO DA CIENCIA, TECNOLOGIA E INOVAC",240104 - INT/MCTI,02000/2024,08.692.456/0001-71 - BNB COMERCIO DE EQUIPAMENTOS DE INFORMATICA LTDA,15/01/2025,15/01/2026,"R$ 7.722,00",1,"R$ 7.722,00",Consulta Contratos Contratos.gov.br Min Ciencia 24000
"24000 - MINISTERIO DA CIENCIA, TECNOLOGIA E INOVAC",240104 - INT/MCTI,01700/2024,49.009.169/0001-00 - LHB SANTOS LTDA,13/01/2025,13/01/2028,"R$ 81.352,00",1,"R$ 81.352,00",Consulta Contratos Contratos.gov.br Min Ciencia 24000
"24000 - MINISTERIO DA CIENCIA, TECNOLOGIA E INOVAC",240104 - INT/MCTI,94800/2015,05.633.420/0001-29 - VENUS WORLD COMERCIO DE EQUIPAMENTOS E MATERIAL PARA ESCRITORIO LTDA,04/12/2015,03/12/2021,"R$ 410.900,16",12,"R$ 34.241,68",Consulta Contratos Contratos.gov.br Min Ciencia 24000
"24000 - MINISTERIO DA CIENCIA, TECNOLOGIA E INOVAC",240104 - INT/MCTI,92600/2015,40.432.544/0001-47 - CLARO S.A.,06/05/2015,06/05/2021,"R$ 20.127,00",1,"R$ 0,00",Consulta Contratos Contratos.gov.br Min Ciencia 24000
"24000 - MINISTERIO DA CIENCIA, TECNOLOGIA E INOVAC",240104 - INT/MCTI,00700/2023,27.810.619/0001-18 - AXE TECNOLOGIA LTDA,26/12/2023,26/12/2024,"R$ 56.726,18",1,"R$ 56.726,18",Consulta Contratos Contratos.gov.br Min Ciencia 24000
"24000 - MINISTERIO DA CIENCIA, TECNOLOGIA E INOVAC",240104 - INT/MCTI,01500/2024,23.031.618/0001-14 - DAT SOLUCOES EM TECNOLOGIA LTDA,10/01/2025,10/01/2028,"R$ 148.488,00",1,"R$ 148.488,00",Consulta Contratos Contratos.gov.br Min Ciencia 24000
"24000 - MINISTERIO DA CIENCIA, TECNOLOGIA E INOVAC",240104 - INT/MCTI,01600/2024,31.365.170/0001-01 - ONBITS 2 SOLUCOES EM TI LTDA,21/01/2025,21/01/2028,"R$ 165.000,00",1,"R$ 165.000,00",Consulta Contratos Contratos.gov.br Min Ciencia 24000
"24000 - MINISTERIO DA CIENCIA, TECNOLOGIA E INOVAC",240104 - INT/MCTI,00900/2021,02.421.421/0001-11 - TIM S A,08/05/2021,08/05/2026,"R$ 35.611,60",30,"R$ 1.187,05",Consulta Contratos Contratos.gov.br Min Ciencia 24000
"24000 - MINISTERIO DA CIENCIA, TECNOLOGIA E INOVAC",240104 - INT/MCTI,02300/2024,03.535.902/0005-44 - DECISION SERVICOS DE TECNOLOGIA DA INFORMACAO LTDA,10/01/2025,10/01/2030,"R$ 408.890,00",1,"R$ 408.890,00",Consulta Contratos Contratos.gov.br Min Ciencia 24000
"24000 - MINISTERIO DA CIENCIA, TECNOLOGIA E INOVAC",240104 - INT/MCTI,00800/2021,40.432.544/0001-47 - CLARO S.A.,01/08/2021,01/08/2026,"R$ 65.051,60",30,"R$ 2.168,39",Consulta Contratos Contratos.gov.br Min Ciencia 24000
"24000 - MINISTERIO DA CIENCIA, TECNOLOGIA E INOVAC",240104 - INT/MCTI,00400/2018,03.399.966/0001-31 - TECHCOM TECNOLOGIA E INFORMATICA LTDA,12/12/2018,12/12/2022,"R$ 1.733.629,73",12,"R$ 144.469,14",Consulta Contratos Contratos.gov.br Min Ciencia 24000
"24000 - MINISTERIO DA CIENCIA, TECNOLOGIA E INOVAC",240104 - INT/MCTI,01900/2024,28.521.211/0001-99 - C DO VALE LOPES,17/01/2025,17/01/2028,"R$ 99.688,00",1,"R$ 99.688,00",Consulta Contratos Contratos.gov.br Min Ciencia 24000
"24000 - MINISTERIO DA CIENCIA, TECNOLOGIA E INOVAC",240104 - INT/MCTI,02200/2024,50.359.235/0001-42 - PRIMESTORE COMERCIO DE INFORMATICA LTDA,23/01/2025,23/01/2030,"R$ 100.940,00",1,"R$ 100.940,00",Consulta Contratos Contratos.gov.br Min Ciencia 24000
"24000 - MINISTERIO DA CIENCIA, TECNOLOGIA E INOVAC",240104 - INT/MCTI,01000/2023,07.946.893/0001-01 - AXONAL CONSULTORIA TECNOLOGICA LTDA.,16/01/2024,16/01/2026,"R$ 91.000,00",1,"R$ 91.000,00",Consulta Contratos Contratos.gov.br Min Ciencia 24000
"24000 - MINISTERIO DA CIENCIA, TECNOLOGIA E INOVAC",240108 - INPE/C.PAULIS/MCTI,00420/2024,08.195.991/0001-17 - VERSATUS - SOLUCOES E SUPORTE EM REDES E COMPUTACAO DE ALTA PERFORMANCE LTDA,27/11/2024,27/11/2025,"R$ 1.408.532,96",1,"R$ 1.408.532,96",Consulta Contratos Contratos.gov.br Min Ciencia 24000
"24000 - MINISTERIO DA CIENCIA, TECNOLOGIA E INOVAC",240108 - INPE/C.PAULIS/MCTI,00070/2024,08.195.991/0001-17 - VERSATUS - SOLUCOES E SUPORTE EM REDES E COMPUTACAO DE ALTA PERFORMANCE LTDA,09/05/2024,09/05/2025,"R$ 575.537,93",1,"R$ 575.537,93",Consulta Contratos Contratos.gov.br Min Ciencia 24000
"24000 - MINISTERIO DA CIENCIA, TECNOLOGIA E INOVAC",240108 - INPE/C.PAULIS/MCTI,00090/2024,12.477.490/0002-81 - LIDER NOTEBOOKS COMERCIO E SERVICOS LTDA,10/05/2024,10/05/2025,"R$ 165.800,00",1,"R$ 165.800,00",Consulta Contratos Contratos.gov.br Min Ciencia 24000
"24000 - MINISTERIO DA CIENCIA, TECNOLOGIA E INOVAC",240108 - INPE/C.PAULIS/MCTI,00500/2024,08.195.991/0001-17 - VERSATUS - SOLUCOES E SUPORTE EM REDES E COMPUTACAO DE ALTA PERFORMANCE LTDA,06/12/2024,06/12/2025,"R$ 1.421.413,73",1,"R$ 1.421.413,73",Consulta Contratos Contratos.gov.br Min Ciencia 24000
"24000 - MINISTERIO DA CIENCIA, TECNOLOGIA E INOVAC",240108 - INPE/C.PAULIS/MCTI,00580/2023,12.477.490/0002-81 - LIDER NOTEBOOKS COMERCIO E SERVICOS LTDA,14/12/2023,14/12/2024,"R$ 165.800,00",1,"R$ 165.800,00",Consulta Contratos Contratos.gov.br Min Ciencia 24000
"24000 - MINISTERIO DA CIENCIA, TECNOLOGIA E INOVAC",240108 - INPE/C.PAULIS/MCTI,00210/2023,02.543.216/0011-09 - PERFIL COMPUTACIONAL LTDA,04/07/2023,04/07/2024,"R$ 180.000,00",1,"R$ 180.000,00",Consulta Contratos Contratos.gov.br Min Ciencia 24000
"24000 - MINISTERIO DA CIENCIA, TECNOLOGIA E INOVAC",240108 - INPE/C.PAULIS/MCTI,00430/2024,04.602.789/0001-01 - DATEN TECNOLOGIA LTDA,10/12/2024,10/12/2025,"R$ 241.148,94",1,"R$ 241.148,94",Consulta Contratos Contratos.gov.br Min Ciencia 24000
"24000 - MINISTERIO DA CIENCIA, TECNOLOGIA E INOVAC",240108 - INPE/C.PAULIS/MCTI,00270/2024,07.789.113/0001-67 - LETTEL DISTRIBUIDORA DE TELEFONIA LTDA,09/10/2024,09/10/2025,"R$ 290.458,00",1,"R$ 290.458,00",Consulta Contratos Contratos.gov.br Min Ciencia 24000
"24000 - MINISTERIO DA CIENCIA, TECNOLOGIA E INOVAC",240108 - INPE/C.PAULIS/MCTI,00140/2024,08.195.991/0001-17 - VERSATUS - SOLUCOES E SUPORTE EM REDES E COMPUTACAO DE ALTA PERFORMANCE LTDA,05/07/2024,05/07/2025,"R$ 50.781,12",1,"R$ 50.781,12",Consulta Contratos Contratos.gov.br Min Ciencia 24000
"24000 - MINISTERIO DA CIENCIA, TECNOLOGIA E INOVAC",240108 - INPE/C.PAULIS/MCTI,00510/2024,08.195.991/0001-17 - VERSATUS - SOLUCOES E SUPORTE EM REDES E COMPUTACAO DE ALTA PERFORMANCE LTDA,06/12/2024,06/12/2025,"R$ 2.288.753,05",1,"R$ 2.288.753,05",Consulta Contratos Contratos.gov.br Min Ciencia 24000
"24000 - MINISTERIO DA CIENCIA, TECNOLOGIA E INOVAC",240108 - INPE/C.PAULIS/MCTI,00610/2024,52.618.139/0028-17 - LEGRAND BRASIL LTDA,27/12/2024,12/06/2025,"R$ 545.101,20",1,"R$ 545.101,20",Consulta Contratos Contratos.gov.br Min Ciencia 24000
"24000 - MINISTERIO DA CIENCIA, TECNOLOGIA E INOVAC",240108 - INPE/C.PAULIS/MCTI,00440/2023,02.543.216/0011-09 - PERFIL COMPUTACIONAL LTDA,17/10/2023,17/10/2024,"R$ 360.000,00",1,"R$ 360.000,00",Consulta Contratos Contratos.gov.br Min Ciencia 24000
"24000 - MINISTERIO DA CIENCIA, TECNOLOGIA E INOVAC",240108 - INPE/C.PAULIS/MCTI,00160/2024,08.195.991/0001-17 - VERSATUS - SOLUCOES E SUPORTE EM REDES E COMPUTACAO DE ALTA PERFORMANCE LTDA,25/07/2024,25/07/2025,"R$ 475.466,80",1,"R$ 475.466,80",Consulta Contratos Contratos.gov.br Min Ciencia 24000
"24000 - MINISTERIO DA CIENCIA, TECNOLOGIA E INOVAC",240108 - INPE/C.PAULIS/MCTI,00390/2022,01.134.191/0001-47 - SERVIX INFORMATICA LTDA,19/12/2022,19/12/2023,"R$ 5.643.424,00",1,"R$ 5.643.424,00",Consulta Contratos Contratos.gov.br Min Ciencia 24000
"24000 - MINISTERIO DA CIENCIA, TECNOLOGIA E INOVAC",240108 - INPE/C.PAULIS/MCTI,00500/2022,02.543.216/0011-09 - PERFIL COMPUTACIONAL LTDA,28/12/2022,28/12/2023,"R$ 900.000,00",1,"R$ 900.000,00",Consulta Contratos Contratos.gov.br Min Ciencia 24000
"24000 - MINISTERIO DA CIENCIA, TECNOLOGIA E INOVAC",240108 - INPE/C.PAULIS/MCTI,00160/2023,02.543.216/0011-09 - PERFIL COMPUTACIONAL LTDA,16/05/2023,16/05/2024,"R$ 360.000,00",1,"R$ 360.000,00",Consulta Contratos Contratos.gov.br Min Ciencia 24000
"24000 - MINISTERIO DA CIENCIA, TECNOLOGIA E INOVAC",240108 - INPE/C.PAULIS/MCTI,00250/2023,01.134.191/0001-47 - SERVIX INFORMATICA LTDA,01/08/2023,01/08/2024,"R$ 1.230.000,00",1,"R$ 1.230.000,00",Consulta Contratos Contratos.gov.br Min Ciencia 24000
"24000 - MINISTERIO DA CIENCIA, TECNOLOGIA E INOVAC",240108 - INPE/C.PAULIS/MCTI,00110/2024,12.477.490/0002-81 - LIDER NOTEBOOKS COMERCIO E SERVICOS LTDA,24/05/2024,24/05/2025,"R$ 331.600,00",1,"R$ 331.600,00",Consulta Contratos Contratos.gov.br Min Ciencia 24000
"24000 - MINISTERIO DA CIENCIA, TECNOLOGIA E INOVAC",240108 - INPE/C.PAULIS/MCTI,00620/2023,08.195.991/0001-17 - VERSATUS - SOLUCOES E SUPORTE EM REDES E COMPUTACAO DE ALTA PERFORMANCE LTDA,20/12/2023,20/12/2024,"R$ 2.458.500,56",1,"R$ 2.458.500,56",Consulta Contratos Contratos.gov.br Min Ciencia 24000
"24000 - MINISTERIO DA CIENCIA, TECNOLOGIA E INOVAC",240114 - INSA/MCTI,00011/2012,09.261.843/0001-16 - FUNDACAO PARQUE TECNOLOGICO DA PARAIBA,01/07/2012,02/07/2025,"R$ 44.545,92",1,"R$ 44.545,92",Consulta Contratos Contratos.gov.br Min Ciencia 24000
"24000 - MINISTERIO DA CIENCIA, TECNOLOGIA E INOVAC",240114 - INSA/MCTI,00008/2024,02.914.690/0001-10 - COPY LINE COMERCIO E SERVICOS LTDA,19/06/2024,19/06/2026,"R$ 41.616,00",24,"R$ 1.734,00",Consulta Contratos Contratos.gov.br Min Ciencia 24000
"24000 - MINISTERIO DA CIENCIA, TECNOLOGIA E INOVAC",240114 - INSA/MCTI,00015/2021,40.849.143/0001-97 - PRONET TECNOLOGIA E ENGENHARIA LTDA,29/11/2021,29/11/2024,"R$ 184.942,22",1,"R$ 184.942,22",Consulta Contratos Contratos.gov.br Min Ciencia 24000
"24000 - MINISTERIO DA CIENCIA, TECNOLOGIA E INOVAC",240114 - INSA/MCTI,00019/2022,14.018.072/0001-70 - GUIMARAES TECNOLOGIA LTDA,28/12/2022,28/12/2025,"R$ 24.600,00",1,"R$ 24.600,00",Consulta Contratos Contratos.gov.br Min Ciencia 24000
"24000 - MINISTERIO DA CIENCIA, TECNOLOGIA E INOVAC",240114 - INSA/MCTI,00007/2019,02.914.690/0001-10 - COPY LINE COMERCIO E SERVICOS LTDA,19/06/2019,18/06/2024,"R$ 9.000,00",1,"R$ 9.000,00",Consulta Contratos Contratos.gov.br Min Ciencia 24000
"24000 - MINISTERIO DA CIENCIA, TECNOLOGIA E INOVAC",240114 - INSA/MCTI,00005/2024,05.407.609/0001-01 - ALTAS NETWORKS & TELECOM LTDA,22/03/2024,22/03/2027,"R$ 56.334,00",1,"R$ 56.334,00",Consulta Contratos Contratos.gov.br Min Ciencia 24000
"24000 - MINISTERIO DA CIENCIA, TECNOLOGIA E INOVAC",240121 - IBICT/MCTI,00004/2024,03.399.966/0003-01 - TECHCOM TECNOLOGIA E INFORMATICA LTDA,01/03/2024,01/03/2026,"R$ 3.440.865,84",1,"R$ 3.440.865,84",Consulta Contratos Contratos.gov.br Min Ciencia 24000
"24000 - MINISTERIO DA CIENCIA, TECNOLOGIA E INOVAC",240121 - IBICT/MCTI,00024/2024,03.619.767/0005-15 - TORINO INFORMATICA LTDA..,13/12/2024,12/03/2025,"R$ 218.000,00",1,"R$ 218.000,00",Consulta Contratos Contratos.gov.br Min Ciencia 24000
"24000 - MINISTERIO DA CIENCIA, TECNOLOGIA E INOVAC",240121 - IBICT/MCTI,00017/2023,04.198.254/0001-17 - MCR SISTEMAS E CONSULTORIA LTDA,06/11/2023,06/11/2026,"R$ 51.345,55",1,"R$ 51.345,55",Consulta Contratos Contratos.gov.br Min Ciencia 24000
"24000 - MINISTERIO DA CIENCIA, TECNOLOGIA E INOVAC",240121 - IBICT/MCTI,00054/2023,24.376.542/0001-21 - APPROACH TECNOLOGIA LTDA,18/12/2023,18/12/2024,"R$ 2.795.152,00",1,"R$ 2.795.152,00",Consulta Contratos Contratos.gov.br Min Ciencia 24000
"24000 - MINISTERIO DA CIENCIA, TECNOLOGIA E INOVAC",240121 - IBICT/MCTI,51145/2022,22.797.545/0001-03 - LENOVO COMERCIAL E DISTRIBUICAO LIMITADA,08/04/2022,07/04/2023,"R$ 197.100,00",1,"R$ 197.100,00",Consulta Contratos Contratos.gov.br Min Ciencia 24000
"24000 - MINISTERIO DA CIENCIA, TECNOLOGIA E INOVAC",240121 - IBICT/MCTI,50009/2023,81.243.735/0009-03 - POSITIVO TECNOLOGIA S.A.,11/07/2023,11/07/2024,"R$ 76.360,00",1,"R$ 76.360,00",Consulta Contratos Contratos.gov.br Min Ciencia 24000
"24000 - MINISTERIO DA CIENCIA, TECNOLOGIA E INOVAC",240121 - IBICT/MCTI,05263/2022,24.376.542/0001-21 - APPROACH TECNOLOGIA LTDA,22/12/2022,22/12/2025,"R$ 2.328.690,00",1,"R$ 2.328.690,00",Consulta Contratos Contratos.gov.br Min Ciencia 24000
"24000 - MINISTERIO DA CIENCIA, TECNOLOGIA E INOVAC",240121 - IBICT/MCTI,00022/2024,03.619.767/0005-15 - TORINO INFORMATICA LTDA..,13/12/2024,13/12/2029,"R$ 39.480,00",1,"R$ 39.480,00",Consulta Contratos Contratos.gov.br Min Ciencia 24000
"24000 - MINISTERIO DA CIENCIA, TECNOLOGIA E INOVAC",240121 - IBICT/MCTI,00023/2024,03.619.767/0005-15 - TORINO INFORMATICA LTDA..,13/12/2024,13/12/2029,"R$ 253.120,00",1,"R$ 253.120,00",Consulta Contratos Contratos.gov.br Min Ciencia 24000
"24000 - MINISTERIO DA CIENCIA, TECNOLOGIA E INOVAC",240121 - IBICT/MCTI,05325/2019,07.978.782/0004-20 - EWAVE DO BRASIL INFORMATICA LTDA.,01/03/2019,01/03/2024,"R$ 1.932.230,90",12,"R$ 161.019,24",Consulta Contratos Contratos.gov.br Min Ciencia 24000
"24000 - MINISTERIO DA CIENCIA, TECNOLOGIA E INOVAC",240121 - IBICT/MCTI,05145/2022,04.602.789/0001-01 - DATEN TECNOLOGIA LTDA,08/04/2022,07/04/2023,"R$ 103.020,00",1,"R$ 103.020,00",Consulta Contratos Contratos.gov.br Min Ciencia 24000
"24000 - MINISTERIO DA CIENCIA, TECNOLOGIA E INOVAC",240121 - IBICT/MCTI,50008/2023,81.243.735/0019-77 - POSITIVO TECNOLOGIA S.A.,11/07/2023,11/07/2024,"R$ 35.570,00",1,"R$ 35.570,00",Consulta Contratos Contratos.gov.br Min Ciencia 24000
"24000 - MINISTERIO DA CIENCIA, TECNOLOGIA E INOVAC",240121 - IBICT/MCTI,05028/2021,02.421.421/0001-11 - TIM S A,23/04/2021,08/03/2026,"R$ 12.483,00",1,"R$ 12.483,00",Consulta Contratos Contratos.gov.br Min Ciencia 24000
"24000 - MINISTERIO DA CIENCIA, TECNOLOGIA E INOVAC",240121 - IBICT/MCTI,00011/2023,27.778.168/0001-89 - K2 IT LTDA,15/09/2023,15/09/2024,"R$ 535.800,00",1,"R$ 535.800,00",Consulta Contratos Contratos.gov.br Min Ciencia 24000
"24000 - MINISTERIO DA CIENCIA, TECNOLOGIA E INOVAC",240121 - IBICT/MCTI,00020/2023,81.243.735/0009-03 - POSITIVO TECNOLOGIA S.A.,10/11/2023,10/11/2024,"R$ 76.360,00",1,"R$ 76.360,00",Consulta Contratos Contratos.gov.br Min Ciencia 24000
"24000 - MINISTERIO DA CIENCIA, TECNOLOGIA E INOVAC",240121 - IBICT/MCTI,00019/2023,81.243.735/0019-77 - POSITIVO TECNOLOGIA S.A.,09/11/2023,09/11/2024,"R$ 35.570,00",1,"R$ 35.570,00",Consulta Contratos Contratos.gov.br Min Ciencia 24000
"24000 - MINISTERIO DA CIENCIA, TECNOLOGIA E INOVAC",240123 - LNCC/MCTI,00008/2024,07.384.807/0004-67 - BINARIO DISTRIBUIDORA DE EQUIPAMENTOS ELETRONICOS LTDA,22/07/2024,06/06/2025,"R$ 1.097.540,62",1,"R$ 1.097.540,62",Consulta Contratos Contratos.gov.br Min Ciencia 24000
"24000 - MINISTERIO DA CIENCIA, TECNOLOGIA E INOVAC",240123 - LNCC/MCTI,00002/2025,12.616.019/0001-46 - PONTOBIT SOLUCOES TECNOLOGICAS LTDA,16/01/2025,16/01/2029,"R$ 73.216,32",1,"R$ 73.216,32",Consulta Contratos Contratos.gov.br Min Ciencia 24000
"24000 - MINISTERIO DA CIENCIA, TECNOLOGIA E INOVAC",240123 - LNCC/MCTI,00001/2025,41.622.110/0001-72 - 41.622.110 NILSON RAFAEL PEREIRA DA SILVA,07/01/2025,07/01/2028,"R$ 10.470,00",1,"R$ 10.470,00",Consulta Contratos Contratos.gov.br Min Ciencia 24000
"24000 - MINISTERIO DA CIENCIA, TECNOLOGIA E INOVAC",240123 - LNCC/MCTI,00020/2022,57.142.978/0001-05 - BRASOFTWARE INFORMATICA LTDA,27/12/2022,27/12/2025,"R$ 517.582,80",1,"R$ 517.582,80",Consulta Contratos Contratos.gov.br Min Ciencia 24000
"24000 - MINISTERIO DA CIENCIA, TECNOLOGIA E INOVAC",240123 - LNCC/MCTI,00001/2023,86.703.337/0001-80 - INTEROP INFORMATICA LTDA,10/02/2023,09/02/2026,"R$ 3.966.000,00",1,"R$ 3.966.000,00",Consulta Contratos Contratos.gov.br Min Ciencia 24000
"24000 - MINISTERIO DA CIENCIA, TECNOLOGIA E INOVAC",240123 - LNCC/MCTI,2023NE000105,48.807.338/0001-86 - WILLIAM BONILHA DE ARAUJO,02/01/2024,10/04/2024,"R$ 277,77",1,"R$ 277,77",Consulta Contratos Contratos.gov.br Min Ciencia 24000
"24000 - MINISTERIO DA CIENCIA, TECNOLOGIA E INOVAC",240123 - LNCC/MCTI,2024NE000097,EX2401290 - BIOSOLVEIT GMBH,01/12/2024,01/12/2027,"R$ 31.050,00",1,"R$ 31.050,00",Consulta Contratos Contratos.gov.br Min Ciencia 24000
"24000 - MINISTERIO DA CIENCIA, TECNOLOGIA E INOVAC",240123 - LNCC/MCTI,2023NE000106,48.807.338/0001-86 - WILLIAM BONILHA DE ARAUJO,02/01/2024,10/04/2024,"R$ 506,29",1,"R$ 506,29",Consulta Contratos Contratos.gov.br Min Ciencia 24000
"24000 - MINISTERIO DA CIENCIA, TECNOLOGIA E INOVAC",240123 - LNCC/MCTI,00015/2024,32.941.421/0001-03 - STUDIO CARTOON LTDA,25/01/2025,25/01/2026,"R$ 8.443,84",1,"R$ 8.443,84",Consulta Contratos Contratos.gov.br Min Ciencia 24000
"24000 - MINISTERIO DA CIENCIA, TECNOLOGIA E INOVAC",240123 - LNCC/MCTI,00012/2022,04.602.789/0001-01 - DATEN TECNOLOGIA LTDA,18/11/2022,18/11/2023,"R$ 75.548,00",1,"R$ 75.548,00",Consulta Contratos Contratos.gov.br Min Ciencia 24000
"24000 - MINISTERIO DA CIENCIA, TECNOLOGIA E INOVAC",240123 - LNCC/MCTI,00009/2024,19.952.299/0001-02 - L8 GROUP SA,02/12/2024,02/12/2026,"R$ 303.500,00",1,"R$ 303.500,00",Consulta Contratos Contratos.gov.br Min Ciencia 24000
"24000 - MINISTERIO DA CIENCIA, TECNOLOGIA E INOVAC",240123 - LNCC/MCTI,00016/2022,04.198.254/0001-17 - MCR SISTEMAS E CONSULTORIA LTDA,20/12/2022,20/12/2025,"R$ 68.265,00",1,"R$ 68.265,00",Consulta Contratos Contratos.gov.br Min Ciencia 24000
"24000 - MINISTERIO DA CIENCIA, TECNOLOGIA E INOVAC",240123 - LNCC/MCTI,00006/2017,12.641.727/0001-37 - FORT SECURE TECNOLOGIA LTDA,22/02/2017,22/02/2022,"R$ 23.499,72",12,"R$ 1.958,31",Consulta Contratos Contratos.gov.br Min Ciencia 24000
"24000 - MINISTERIO DA CIENCIA, TECNOLOGIA E INOVAC",240123 - LNCC/MCTI,00024/2020,72.381.189/0010-01 - DELL COMPUTADORES DO BRASIL LTDA,04/01/2021,03/01/2022,"R$ 148.386,00",1,"R$ 148.386,00",Consulta Contratos Contratos.gov.br Min Ciencia 24000
"24000 - MINISTERIO DA CIENCIA, TECNOLOGIA E INOVAC",240123 - LNCC/MCTI,2023NE000100,51.382.835/0001-94 - LUMOS CONSULTORIA E TECNOLOGIA LTDA,02/01/2024,10/04/2024,"R$ 291,72",1,"R$ 291,72",Consulta Contratos Contratos.gov.br Min Ciencia 24000
